# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.500000000000000000e+00,1.647515972210659420e-10,5.199894687228689608e-05,5.210020635179414458e-05,1.097445679117816297e+01,1.131743168191896132e+01,1.181649545810708446e+01,1.217402009019027531e+01,1.248721737336657611e+01
5.549999999999999822e+00,1.647506890745610814e-10,5.834308216248199134e-05,5.845723188579991537e-05,1.084903649522802027e+01,1.119202493299040668e+01,1.169109095734879844e+01,1.204862708728725806e+01,1.236183240802972705e+01
5.599999999999999645e+00,1.647496701233828061e-10,6.545889596307004799e-05,6.558989013372863296e-05,1.072314560570264064e+01,1.106614298034445198e+01,1.156520399060605087e+01,1.192276462898386313e+01,1.223598541077655000e+01
5.650000000000000355e+00,1.647485268488590925e-10,7.343901980792491232e-05,7.359281179960753996e-05,1.059704225443069703e+01,1.094002179467314306e+01,1.143906024435487723e+01,1.179664889945323836e+01,1.210988509287058434e+01
5.700000000000000178e+00,1.647472440831900827e-10,8.238967505832057645e-05,8.257217148289732129e-05,1.047024747408371326e+01,1.081322221275141970e+01,1.131222968622530800e+01,1.166985502888033466e+01,1.198311385153956365e+01
5.750000000000000000e+00,1.647458048083271317e-10,9.242844533811198538e-05,9.264709552351583729e-05,1.034277999855904540e+01,1.068576029518159487e+01,1.118472482761150388e+01,1.154239057347145092e+01,1.185567631069403660e+01
5.799999999999999822e+00,1.647441899303389264e-10,1.036874966635085500e-04,1.039512414408954558e-04,1.021452039928470867e+01,1.055752416058636101e+01,1.105643352433786930e+01,1.141414194976142227e+01,1.172745864409743177e+01
5.849999999999999645e+00,1.647423780262792250e-10,1.163166795790298929e-04,1.166345698589073173e-04,1.008499102017837856e+01,1.042807147851399918e+01,1.092692204075773077e+01,1.128468119847545381e+01,1.159803916376706923e+01
5.900000000000000355e+00,1.647403450602103250e-10,1.304800463130535552e-04,1.308653323411854163e-04,9.954583079507401067e+00,1.029775862520020979e+01,1.079653876997683426e+01,1.115434730928208751e+01,1.146774662739841233e+01
5.950000000000000178e+00,1.647380640646298298e-10,1.463633127177142940e-04,1.468323014045896881e-04,9.823100433803155340e+00,1.016639904774774550e+01,1.066510135572801232e+01,1.102295922579064325e+01,1.133640029500951840e+01
6.000000000000000000e+00,1.647355047830925908e-10,1.641736616633839832e-04,1.647472721651657571e-04,9.690403133335998120e+00,1.003385239688419261e+01,1.053247479504538830e+01,1.089038306906816445e+01,1.120386435883396103e+01
6.049999999999999822e+00,1.647326332693107472e-10,1.841435225064783803e-04,1.848478686381222608e-04,9.556192510022164299e+00,9.899828028165337912e+00,1.039839026521593013e+01,1.075636039542314393e+01,1.106988324053871509e+01
6.099999999999999645e+00,1.647294114374430015e-10,2.065364821001329022e-04,2.074006917124019832e-04,9.419675034895668375e+00,9.763576338278582512e+00,1.026213227775561165e+01,1.062019793602049589e+01,1.093377729037228363e+01
6.150000000000000355e+00,1.647257965576451663e-10,2.316431484560481184e-04,2.327048502972068039e-04,9.280477878749451293e+00,9.624722001730901866e+00,1.012332305741230698e+01,1.048152078842749546e+01,1.079517064182339681e+01
6.200000000000000178e+00,1.647217406902374214e-10,2.597865101952047374e-04,2.610959221513806257e-04,9.138056651180392009e+00,9.482697921283417486e+00,9.981334962087537122e+00,1.033967147364959516e+01,1.065338349349644886e+01
6.250000000000000000e+00,1.647171900510421047e-10,2.913241689794242350e-04,2.929503965186994858e-04,8.991357485001280736e+00,9.336397203061480354e+00,9.834911409704602647e+00,1.019330974774205600e+01,1.050701024964650543e+01
6.299999999999999822e+00,1.647120842995483953e-10,3.266520394488034657e-04,3.286906569747019341e-04,8.836730407546575350e+00,9.182047473157211925e+00,9.680101146405064583e+00,1.003838793724624878e+01,1.035190399331703048e+01
6.349999999999999645e+00,1.647063557405572653e-10,3.662056637315884975e-04,3.687905699127244597e-04,8.670365286096753721e+00,9.015596568164426117e+00,9.512528726151415981e+00,9.870646419730555010e+00,1.018373337145165181e+01
6.400000000000000355e+00,1.646999284288358082e-10,4.104581883131161782e-04,4.137817519629037838e-04,8.496861142288999247e+00,8.841566296255997770e+00,9.336443236322594430e+00,9.694444967206678143e+00,1.000688586481054188e+01
6.450000000000000178e+00,1.646927171650569508e-10,4.599399820319775758e-04,4.642605984146496779e-04,8.311977422887913747e+00,8.655148199961807620e+00,9.146807952240465056e+00,9.505120824215389064e+00,9.816674614644881558e+00
6.500000000000000000e+00,1.646846263698970383e-10,5.152383098100005729e-04,5.208961645342824335e-04,8.119610923739891462e+00,8.458139559733680812e+00,8.945956763617878948e+00,9.303902402891061740e+00,9.613975450526467625e+00
6.549999999999999822e+00,1.646755488215975141e-10,5.770137529711299182e-04,5.844390026308225001e-04,7.944466252832135922e+00,8.266979944364877042e+00,8.745784475974772931e+00,9.098351719634173662e+00,9.399163293404932062e+00
6.599999999999999645e+00,1.646653642405508924e-10,6.458244248725926494e-04,6.557310699572191631e-04,7.782562979170990047e+00,8.079117216368189247e+00,8.546697179930831112e+00,8.891207057605015507e+00,9.180864186378286718e+00
6.650000000000000355e+00,1.646539377025187680e-10,7.225268958930062928e-04,7.357168361819484180e-04,7.635350671479912421e+00,7.903036612980237408e+00,8.360607524590321304e+00,8.697115272576525058e+00,8.977976383746238298e+00
6.700000000000000178e+00,1.646411178599193402e-10,8.083514996152523944e-04,8.254557343781189754e-04,7.515566942518816518e+00,7.762621824522028646e+00,8.210940696963739072e+00,8.539376616375427886e+00,8.811636071755437172e+00
6.750000000000000000e+00,1.646267349482003087e-10,9.041032875455422410e-04,9.261361164111038850e-04,7.408972051565498873e+00,7.635574047618746363e+00,8.068136638396069316e+00,8.382406320283010359e+00,8.638280182149401298e+00
6.799999999999999822e+00,1.646105985516230048e-10,1.010530280506298029e-03,1.039090892452440833e-03,7.306412997905390228e+00,7.499320011670533859e+00,7.904630619790879109e+00,8.194760245887422911e+00,8.422077210073709352e+00
6.849999999999999645e+00,1.645924950997899540e-10,1.128840261845323297e-03,1.165815055283618996e-03,7.214172943838747187e+00,7.362010096876680620e+00,7.734987606637865554e+00,7.996571734958713762e+00,8.190131633012981638e+00
6.900000000000000355e+00,1.645721850629315339e-10,1.260421426860010080e-03,1.307985313292630344e-03,7.139310684790785899e+00,7.245608330281555709e+00,7.575075371099721622e+00,7.798924938255581196e+00,7.954333730240094269e+00
6.950000000000000178e+00,1.645493998102848397e-10,1.406732229357071477e-03,1.467482081819417332e-03,7.080916644354530831e+00,7.168151292119617324e+00,7.455248492529825910e+00,7.634208256373426593e+00,7.743102292685591692e+00
7.000000000000000000e+00,1.645238380918311584e-10,1.569476996469369679e-03,1.646414110995264969e-03,7.029722048366693343e+00,7.109797576038289435e+00,7.369430236162003212e+00,7.509781839022828365e+00,7.574036276186859595e+00
7.049999999999999822e+00,1.644951620991614420e-10,1.750568947186804773e-03,1.847146059683388037e-03,6.980487281478808370e+00,7.051155088788043201e+00,7.290794893006776078e+00,7.402487602178659643e+00,7.433438050441047551e+00
7.099999999999999645e+00,1.644629930562892876e-10,1.952068068971291081e-03,2.072329359788443754e-03,6.933560029771250299e+00,6.992321260242775338e+00,7.217658014367870578e+00,7.307047219386227255e+00,7.311144752874938035e+00
7.150000000000000355e+00,1.644269062857885803e-10,2.176294393184353623e-03,2.324936753293336232e-03,6.889358431413889150e+00,6.936534854152213825e+00,7.151721335628778320e+00,7.224038462823564544e+00,7.207177783930376336e+00
7.200000000000000178e+00,1.643864256896713078e-10,2.425929286516498740e-03,2.608300926114253890e-03,6.847832660613107691e+00,6.885209054021366626e+00,7.091179143588057343e+00,7.148878221673555799e+00,7.114765163445291307e+00
7.250000000000000000e+00,1.643410175779118646e-10,2.703883824777399397e-03,2.926157708430315255e-03,6.808899916469499658e+00,6.837795536431372057e+00,7.034648694683959036e+00,7.077652696603450977e+00,7.026863188460275467e+00
7.299999999999999822e+00,1.642900837704476143e-10,3.013359912103069464e-03,3.282694360679992446e-03,6.771851845056239938e+00,6.793388877875301546e+00,6.982570985987990753e+00,7.012782686188039349e+00,6.948101201712667319e+00
7.349999999999999645e+00,1.642329538908275625e-10,3.358064942109832869e-03,3.682603518020497596e-03,6.735757283393041916e+00,6.749751102509620182e+00,6.932449016690718224e+00,6.952545920998687734e+00,6.877586624789437053e+00
7.400000000000000355e+00,1.641688767614460274e-10,3.742060656609430633e-03,4.131143423691226516e-03,6.700516469560227506e+00,6.705983272042985277e+00,6.882233308248089543e+00,6.893427175454775124e+00,6.810029982802390691e+00
