# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.500000000000000000e+00,6.665803530503337631e-10,2.102060294174635819e-04,2.108134368224065503e-04,9.866250869555912573e+00,1.020255801686556651e+01,1.070380375520726091e+01,1.106390505140644365e+01,1.137567600578847049e+01
5.549999999999999822e+00,6.665632063253094288e-10,2.358483787484832149e-04,2.365335243589200337e-04,9.741182308396403755e+00,1.007747193175413258e+01,1.057870526397921651e+01,1.093879829412495752e+01,1.125056175842449591e+01
5.599999999999999645e+00,6.665439679084850500e-10,2.646104343263003776e-04,2.653911495955605152e-04,9.615936258900525502e+00,9.952176055734440752e+00,1.045337393793123226e+01,1.081344291644365541e+01,1.112518440023552557e+01
5.650000000000000355e+00,6.665223827107985052e-10,2.968726368793898830e-04,2.977689461252929241e-04,9.490258058486531922e+00,9.826437244651032188e+00,1.032758272432047875e+01,1.068761551847678248e+01,1.099932518349393007e+01
5.700000000000000178e+00,6.664981645528049833e-10,3.330602523822989106e-04,3.340961831155771526e-04,9.364061133918184510e+00,9.700175621731574438e+00,1.020125433681010918e+01,1.056123975058491737e+01,1.087290848190983894e+01
5.750000000000000000e+00,6.664709923801841302e-10,3.736477134991283869e-04,3.748544420468751101e-04,9.237495865854434385e+00,9.573528916645528852e+00,1.007452695067511428e+01,1.043445224639992830e+01,1.074606709878518984e+01
5.799999999999999822e+00,6.664405060198273603e-10,4.191713453375784412e-04,4.205839825818960369e-04,9.110230373693610773e+00,9.446194010501770322e+00,9.947107912054768519e+00,1.030696637054010978e+01,1.061852009411019537e+01
5.849999999999999645e+00,6.664063014210564188e-10,4.702332456817449359e-04,4.718908807384845135e-04,8.981886380013129667e+00,9.317821859784061189e+00,9.818659780114373348e+00,1.017845104980174398e+01,1.048994228547958585e+01
5.900000000000000355e+00,6.663679253199150030e-10,5.275017006955541946e-04,5.294550324506029334e-04,8.852632935516140833e+00,9.188564712985844096e+00,9.689343015475969878e+00,1.004906761821148109e+01,1.036048981424000459e+01
5.950000000000000178e+00,6.663248692571083805e-10,5.917284873582189094e-04,5.940391266604674696e-04,8.722235455330228149e+00,9.058206887186607048e+00,9.558961751547997210e+00,9.918628795809823373e+00,1.022997673251615680e+01
6.000000000000000000e+00,6.662765628719342547e-10,6.637552425181824332e-04,6.664987044215917641e-04,8.590490317270557341e+00,8.926558238101222287e+00,9.427342920321436281e+00,9.786969858163345748e+00,1.009824142480281495e+01
6.049999999999999822e+00,6.662223663853952703e-10,7.445182630908970525e-04,7.477934342302832013e-04,8.457619641191080007e+00,8.793816644831380813e+00,9.294682949872644429e+00,9.654287045133386869e+00,9.965478572262298940e+00
6.099999999999999645e+00,6.661615621754804865e-10,8.350694283522489859e-04,8.389997491023710573e-04,8.323386558998016937e+00,8.659749599237557049e+00,9.160740223868685916e+00,9.520338157664966161e+00,9.831450642405513918e+00
6.150000000000000355e+00,6.660933453362685994e-10,9.365748529136341642e-04,9.413250079200564469e-04,8.185444358946170951e+00,8.521946629830281950e+00,9.022919641335938934e+00,9.382457551982284372e+00,9.693448991628784484e+00
6.200000000000000178e+00,6.660168130999030808e-10,1.050309302557471403e-03,1.056123362468418736e-03,8.041405588780307312e+00,8.377695056503043247e+00,8.878350928378850426e+00,9.237758566627462642e+00,9.548518578148105007e+00
6.250000000000000000e+00,6.659309529865238017e-10,1.177717487312677190e-03,1.184913532537392334e-03,7.892158274196603429e+00,8.227753119862050823e+00,8.726929808695750523e+00,9.086475810054196245e+00,9.396737903418944882e+00
6.299999999999999822e+00,6.658346295317649148e-10,1.320535686351087361e-03,1.329398714675679178e-03,7.737448142166627463e+00,8.072420898127944611e+00,8.569206577077480347e+00,8.929166105513303364e+00,9.238825584622190945e+00
6.349999999999999645e+00,6.657265694243192667e-10,1.480541383970742069e-03,1.491488875844076099e-03,7.573679455435524233e+00,7.907803515668476280e+00,8.401619104324133502e+00,8.762430749115274864e+00,9.071509576195794011e+00
6.400000000000000355e+00,6.656053448671977914e-10,1.659616427482784240e-03,1.673325711526345251e-03,7.412304798886580670e+00,7.744627901656940594e+00,8.235429687188350556e+00,8.597164560798802313e+00,8.905534862679076014e+00
6.450000000000000178e+00,6.654693549555349058e-10,1.860058701042001513e-03,1.877310579020594148e-03,7.262734938743570012e+00,7.592556174118328727e+00,8.080975965003958095e+00,8.443149372776758810e+00,8.750719931729683765e+00
6.500000000000000000e+00,6.653168048409857655e-10,2.084281813437601893e-03,2.106135750844434235e-03,7.117642835955749092e+00,7.441832739259552909e+00,7.927592317992932180e+00,8.289144156983056178e+00,8.595189865409025742e+00
6.549999999999999822e+00,6.651456824278035443e-10,2.335374329209067863e-03,2.362819370617739567e-03,6.972274462097182379e+00,7.283584761591441747e+00,7.764698593145119787e+00,8.123162609316047167e+00,8.425883751186347581e+00
6.599999999999999645e+00,6.649537323184833778e-10,2.616618915836324121e-03,2.650744534597950126e-03,6.814820202951821670e+00,7.104204024729035893e+00,7.577560026891134726e+00,7.929468137864425614e+00,8.225746006219196715e+00
6.650000000000000355e+00,6.647384266973277121e-10,2.931355830354362597e-03,2.973702966331368599e-03,6.662254485838516871e+00,6.923722897046857838e+00,7.386953184213780332e+00,7.730001788145486330e+00,8.016557209690319041e+00
6.700000000000000178e+00,6.644969328084110499e-10,3.283797998453196181e-03,3.335943799706548012e-03,6.537653045961313580e+00,6.779247773157393908e+00,7.233144938140263491e+00,7.567624693734785524e+00,7.845043335978445498e+00
6.750000000000000000e+00,6.642260766502213728e-10,3.677755958429224006e-03,3.742228036991000761e-03,6.426996527067856846e+00,6.648785327896327146e+00,7.086449802537579501e+00,7.406285382014786478e+00,7.666986549397329043e+00
6.799999999999999822e+00,6.639223024728462336e-10,4.117152039826264473e-03,4.197889303053778907e-03,6.320902115260821574e+00,6.509745013883751596e+00,6.919309688266871206e+00,7.214584590646474282e+00,7.446568671150401997e+00
6.849999999999999645e+00,6.635816276251762697e-10,4.607264173270893964e-03,4.708901574558760524e-03,6.225676897011986455e+00,6.369929173386644550e+00,6.746282158015453945e+00,7.012880001129545349e+00,7.211029837096695871e+00
