# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.500000000000000000e+00,0.000000000000000000e+00,9.971187443547316898e-01,1.000000000000000000e+00,6.759965907441056743e-01,1.012303738053752511e+00,1.513549476395446902e+00,1.873650772594636749e+00,2.185421726976663592e+00
5.549999999999999822e+00,0.000000000000000000e+00,9.968416911704792716e-01,1.000000000000000000e+00,6.745085708558065107e-01,1.010499990036151985e+00,1.511522260435334886e+00,1.871474686614433836e+00,2.183110762709617347e+00
5.599999999999999645e+00,0.000000000000000000e+00,9.965407529308306644e-01,1.000000000000000000e+00,6.725501163637517266e-01,1.008229956428564833e+00,1.509028620672424381e+00,1.868824362568318520e+00,2.180315153023684616e+00
5.650000000000000355e+00,0.000000000000000000e+00,9.963234298294163516e-01,1.000000000000000000e+00,6.661264736911363116e-01,1.001817513326564324e+00,1.502460127220125230e+00,1.862143589006798550e+00,2.173556185065699253e+00
5.700000000000000178e+00,0.000000000000000000e+00,9.959964679199060367e-01,1.000000000000000000e+00,6.616081447171211494e-01,9.971011170281656177e-01,1.497538236392458089e+00,1.857061488807048022e+00,2.168326658693487730e+00
5.750000000000000000e+00,0.000000000000000000e+00,9.956302753991941312e-01,1.000000000000000000e+00,6.569505703652254169e-01,9.922122312221333118e-01,1.492471684811739863e+00,1.851831969199913885e+00,2.162930677999746365e+00
5.799999999999999822e+00,0.000000000000000000e+00,9.953701821404307148e-01,1.000000000000000000e+00,6.458423230777654567e-01,9.813855752391944520e-01,1.481603715106352581e+00,1.840889388829232587e+00,2.151919176963460245e+00
5.849999999999999645e+00,0.000000000000000000e+00,9.950861765330206721e-01,1.000000000000000000e+00,6.329442615511737813e-01,9.688152268213983120e-01,1.469062369593700623e+00,1.828291446933448583e+00,2.139251998567459623e+00
5.900000000000000355e+00,0.000000000000000000e+00,9.946500898198972207e-01,1.000000000000000000e+00,6.227207892043367110e-01,9.586533680084059483e-01,1.459017630441074687e+00,1.818185916932414159e+00,2.128983479048123684e+00
5.950000000000000178e+00,0.000000000000000000e+00,9.942938266681029535e-01,1.000000000000000000e+00,6.042305684601814164e-01,9.408433519754453300e-01,1.441610604087458114e+00,1.800872374353403416e+00,2.111609879153128588e+00
6.000000000000000000e+00,0.000000000000000000e+00,9.937720737283723960e-01,1.000000000000000000e+00,5.880325526714145212e-01,9.250405733551190224e-01,1.426292291412728730e+00,1.785659735021468464e+00,2.096284675599989100e+00
6.049999999999999822e+00,0.000000000000000000e+00,9.931618506883913566e-01,1.000000000000000000e+00,5.709956156639890423e-01,9.083548724556251841e-01,1.410077947069481752e+00,1.769564282381750786e+00,2.080094670943843482e+00
6.099999999999999645e+00,0.000000000000000000e+00,9.924889440981566890e-01,1.000000000000000000e+00,5.487364903975233688e-01,8.866112128290311034e-01,1.388748602874215976e+00,1.748360710978602128e+00,2.058853743380467449e+00
6.150000000000000355e+00,0.000000000000000000e+00,9.915113311840704213e-01,1.000000000000000000e+00,4.907529943189956612e-01,8.279679887068454036e-01,1.327632169544585850e+00,1.686256834440953867e+00,1.995997281934805301e+00
6.200000000000000178e+00,0.000000000000000000e+00,9.899906287237474345e-01,1.000000000000000000e+00,4.230493692285079987e-01,7.556553115304609491e-01,1.252972692689262146e+00,1.611349782077439841e+00,1.919949878343480520e+00
6.250000000000000000e+00,0.000000000000000000e+00,9.885863463284326746e-01,1.000000000000000000e+00,3.693961189820313962e-01,6.987310261927888178e-01,1.180667580785623727e+00,1.543025449807707616e+00,1.848469294812311148e+00
6.299999999999999822e+00,0.000000000000000000e+00,9.883562310342265400e-01,1.000000000000000000e+00,2.919117696844466536e-01,6.242612592585956577e-01,1.105148621052777003e+00,1.467976086223139021e+00,1.774108153302044855e+00
6.349999999999999645e+00,0.000000000000000000e+00,9.859859705454346868e-01,1.000000000000000000e+00,1.792182425982460359e-01,5.051938674061702272e-01,9.767532221979777773e-01,1.345334157471995695e+00,1.650460689928770819e+00
6.400000000000000355e+00,0.000000000000000000e+00,9.837046812114343952e-01,1.000000000000000000e+00,2.431089994058552861e-01,5.593880385095602037e-01,1.032687621514583043e+00,1.398744013533885777e+00,1.701759748148475637e+00
