# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.500000000000000000e+00,1.647515972210659420e-10,5.196938112327627952e-05,5.210020635179414458e-05,1.112476086422768873e+01,1.147420050712722883e+01,1.197805864709566492e+01,1.233710393673963779e+01,1.265228974490399594e+01
5.549999999999999822e+00,1.647506890745610814e-10,5.831006398704199933e-05,5.845723188579991537e-05,1.099948964300667598e+01,1.134893275385333311e+01,1.185278675425161055e+01,1.221183794721567040e+01,1.252702779180397386e+01
5.599999999999999645e+00,1.647496701233828061e-10,6.542366709532591949e-05,6.558989013372863296e-05,1.087360701440086075e+01,1.122306574002875124e+01,1.172690910799728670e+01,1.208597909362188716e+01,1.240118230349805373e+01
5.650000000000000355e+00,1.647485268488590925e-10,7.340401062055260486e-05,7.359281179960753996e-05,1.074717985414812205e+01,1.109665900682965400e+01,1.160048208333351738e+01,1.195958118722985830e+01,1.227480520202412606e+01
5.700000000000000178e+00,1.647472440831900827e-10,8.235635949069763581e-05,8.257217148289732129e-05,1.062022000015689827e+01,1.096972193289277442e+01,1.147351392099403711e+01,1.183265209779617777e+01,1.214790355807148359e+01
5.750000000000000000e+00,1.647458048083271317e-10,9.239927958256220081e-05,9.264709552351583729e-05,1.049257151295032031e+01,1.084210878874918649e+01,1.134586166270305796e+01,1.170505227520828839e+01,1.202034046633225017e+01
5.799999999999999822e+00,1.647441899303389264e-10,1.036653747143118163e-04,1.039512414408954558e-04,1.036415704789730086e+01,1.071374357722574189e+01,1.121744807745050565e+01,1.157670474384343606e+01,1.189203925496816794e+01
5.849999999999999645e+00,1.647423780262792250e-10,1.163027089281667661e-04,1.166345698589073173e-04,1.023497918463591816e+01,1.058462418534910654e+01,1.108826777419215404e+01,1.144760348717782961e+01,1.176299249361207444e+01
5.900000000000000355e+00,1.647403450602103250e-10,1.304778483769783871e-04,1.308653323411854163e-04,1.010479916118680421e+01,1.045452214571761829e+01,1.095809168971803871e+01,1.131752109714358312e+01,1.163297541276025981e+01
5.950000000000000178e+00,1.647380640646298298e-10,1.463772817173097972e-04,1.468323014045896881e-04,9.973419547580007816e+00,1.032324565816304585e+01,1.082672361400646821e+01,1.118625750813929187e+01,1.150178679668775317e+01
6.000000000000000000e+00,1.647355047830925908e-10,1.642099059419628723e-04,1.647472721651657571e-04,9.840710100175712682e+00,1.019066916497968123e+01,1.069403202877452941e+01,1.105367589081263446e+01,1.136928623444048725e+01
6.049999999999999822e+00,1.647326332693107472e-10,1.842105084728462387e-04,1.848478686381222608e-04,9.706359088341670827e+00,1.005649631411289846e+01,1.055971557898373447e+01,1.091946977439808819e+01,1.123516484366008683e+01
6.099999999999999645e+00,1.647294114374430015e-10,2.066400674136768410e-04,2.074006917124019832e-04,9.570234369800658669e+00,9.920595133306179036e+00,1.042363135262265672e+01,1.078348618574320028e+01,1.109926017258723618e+01
