# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.000000000000000000e+00,1.157366337198093579e-10,1.133944787992132615e-05,1.157372124049732249e-05,1.273725879776636560e+01,1.293676366705132352e+01,1.320641725277577194e+01,1.335902466641420006e+01,1.346665955400976600e+01
5.049999999999999822e+00,1.157364924998439799e-10,1.272303164510743290e-05,1.298592089411944459e-05,1.261332370076056719e+01,1.281334394684738953e+01,1.308362756787260395e+01,1.323664799708950568e+01,1.334441420411398838e+01
5.099999999999999645e+00,1.157363340486418609e-10,1.427558139969470776e-05,1.457043291536756862e-05,1.248967517307644925e+01,1.269147009778345847e+01,1.296390068322961042e+01,1.311839511283268678e+01,1.322701029578345810e+01
5.150000000000000355e+00,1.157361562637272256e-10,1.601477967486354345e-05,1.634828206180184953e-05,1.236782568019914663e+01,1.257214153146811242e+01,1.284775718541457934e+01,1.300448872869234407e+01,1.311463223141027612e+01
5.200000000000000178e+00,1.157359567860971987e-10,1.796570649868674410e-05,1.834305836192279477e-05,1.224552898917096400e+01,1.245337770354206697e+01,1.273334345031774717e+01,1.289316708457639749e+01,1.300552831047485114e+01
5.250000000000000000e+00,1.157357329689244317e-10,2.015692119462183621e-05,2.058123008973089009e-05,1.212027208363086572e+01,1.233299164746958354e+01,1.261871734207011997e+01,1.278268629603748252e+01,1.289812317381205276e+01
5.299999999999999822e+00,1.157354818424414241e-10,2.261204098595521642e-05,2.309249491970537883e-05,1.199674593365978836e+01,1.221465722326870917e+01,1.250665030141610146e+01,1.267521147850643359e+01,1.279414803290234914e+01
5.349999999999999645e+00,1.157352000745418598e-10,2.536575911504571724e-05,2.591017391551146904e-05,1.187318123983662588e+01,1.209680120341966614e+01,1.239572858586541315e+01,1.256945194049170311e+01,1.269244476936828647e+01
5.400000000000000355e+00,1.157348839265753380e-10,2.845934401087530752e-05,2.907165358063072404e-05,1.174666263764012797e+01,1.197684737935200872e+01,1.228365460642631035e+01,1.246330854604283189e+01,1.259108140363667871e+01
5.450000000000000178e+00,1.157345292037507095e-10,3.192744490605394788e-05,3.261888182693494425e-05,1.162120178679596449e+01,1.185791845864225991e+01,1.217278798842140475e+01,1.235860416363421166e+01,1.249140293061392271e+01
5.500000000000000000e+00,1.157341311994896207e-10,3.582101105574412409e-05,3.659892443782225552e-05,1.149456424983827674e+01,1.173805977870429018e+01,1.206139171628323936e+01,1.225377135279445895e+01,1.239200104922188217e+01
5.549999999999999822e+00,1.157336846329931827e-10,4.018689364164181705e-05,4.106458940215728059e-05,1.136819858883623624e+01,1.161839711339590764e+01,1.195028576570989287e+01,1.214940391501816919e+01,1.229330993355491586e+01
5.599999999999999645e+00,1.157331835791944300e-10,4.508432578724825700e-05,4.607512738970895864e-05,1.124151979578203964e+01,1.149836457547002055e+01,1.183894697090612169e+01,1.204502877837565222e+01,1.219491909463577173e+01
5.650000000000000355e+00,1.157326213901680457e-10,5.058493276839029355e-05,5.169701765350305229e-05,1.111221941331467633e+01,1.137592273376043295e+01,1.172555655412258346e+01,1.193901350732351574e+01,1.209537836528804888e+01
5.700000000000000178e+00,1.157319906069567079e-10,5.674203517269678620e-05,5.800484976690791785e-05,1.098535537600859158e+01,1.125529072514806472e+01,1.161356679073494291e+01,1.183420243031283547e+01,1.199697096148432962e+01
5.750000000000000000e+00,1.157312828606457689e-10,6.366550085300241759e-05,6.508231287639811393e-05,1.085782973931626572e+01,1.113379884081255966e+01,1.150065629124091515e+01,1.172853928009206470e+01,1.189788732461714460e+01
5.799999999999999822e+00,1.157304887613764380e-10,7.146237161317141556e-05,7.302330556965140509e-05,1.072671581740516444e+01,1.100886478592490647e+01,1.138448688849166501e+01,1.161986872052806063e+01,1.179613306923630489e+01
5.849999999999999645e+00,1.157295977738283329e-10,8.018090232220253296e-05,8.193318105068436263e-05,1.059659358612023539e+01,1.088438529180169212e+01,1.126836689346895071e+01,1.151103470253656269e+01,1.169409777871947398e+01
5.900000000000000355e+00,1.157285980775228782e-10,8.995037980981951810e-05,9.193014410520618425e-05,1.046543246953145001e+01,1.075859334114075949e+01,1.115076544451346763e+01,1.140071786582708313e+01,1.159065435671212185e+01
5.950000000000000178e+00,1.157274764100998893e-10,1.009232747054537605e-04,1.031468183350219974e-04,1.033156203509145854e+01,1.063001104144409936e+01,1.103028090771329062e+01,1.128750928219338334e+01,1.148431744036012248e+01
6.000000000000000000e+00,1.157262178914938708e-10,1.132293323185433936e-04,1.157320043952718620e-04,1.019796612069626462e+01,1.050127431274044909e+01,1.090917666535219155e+01,1.117328042528199461e+01,1.137654045725620477e+01
6.049999999999999822e+00,1.157248058266858587e-10,1.270089753204592571e-04,1.298526524754813213e-04,1.006447879640520426e+01,1.037226521232139476e+01,1.078736078975767754e+01,1.105795449262138419e+01,1.126724739437877076e+01
6.099999999999999645e+00,1.157232214844240378e-10,1.424570578955408682e-04,1.456960750935687692e-04,9.928644091109738667e+00,1.024078167364407932e+01,1.066286093267797952e+01,1.093980368385135193e+01,1.115503400918846211e+01
6.150000000000000355e+00,1.157214438489903811e-10,1.597659670291385952e-04,1.634724294300997252e-04,9.792050006408018703e+00,1.010822010570360874e+01,1.053694798417376433e+01,1.082002616430061437e+01,1.104113814121605230e+01
