# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.000000000000000000e+00,6.666233380095578866e-10,6.531514295857127137e-05,6.666455592818335441e-05,1.083620386635197974e+01,1.103570873563693056e+01,1.130536232136139319e+01,1.145796973499982130e+01,1.156560462259538724e+01
5.049999999999999822e+00,6.666179153416597523e-10,7.328432271198560475e-05,7.479855777532997665e-05,1.071227255426386193e+01,1.091229281555657593e+01,1.118257645518042409e+01,1.133559689659540481e+01,1.144336310749927321e+01
5.099999999999999645e+00,6.666118310607191569e-10,8.222664893007477778e-05,8.392497918622769768e-05,1.058862827690771269e+01,1.079042327282694202e+01,1.106285394477205841e+01,1.121734843341184273e+01,1.132596364783951515e+01
5.150000000000000355e+00,6.666050044513317374e-10,9.224394367448835537e-05,9.416489326740511438e-05,1.046678361815663294e+01,1.067109962387255706e+01,1.094671547074418072e+01,1.110344714846112879e+01,1.121359073528947903e+01
5.200000000000000178e+00,6.665973449528441033e-10,1.034806315835675551e-04,1.056541409987980475e-04,1.034449231418948756e+01,1.055234131131724240e+01,1.083230741025893451e+01,1.099213129370873787e+01,1.110449268793151845e+01
5.250000000000000000e+00,6.665887509589636005e-10,1.161011678481915278e-04,1.185451318194422001e-04,1.021924131687320170e+01,1.043196135512964418e+01,1.071768763091646548e+01,1.088165700227326482e+01,1.099709417636041309e+01
5.299999999999999822e+00,6.665791084711339164e-10,1.302415273947653534e-04,1.330088635640703750e-04,1.009572189571179024e+01,1.031363387473045634e+01,1.060562780008708472e+01,1.077418959538048426e+01,1.089312660402869426e+01
5.349999999999999645e+00,6.665682895878935912e-10,1.461014684019093708e-04,1.492371884245439063e-04,9.972164738544918805e+00,1.019578564775779483e+01,1.049471419850804921e+01,1.066843841955771666e+01,1.079143190540987263e+01
5.400000000000000355e+00,6.665561508102843473e-10,1.639186019150333984e-04,1.674453548384711944e-04,9.845654404334567289e+00,1.007584041325578283e+01,1.038264920817633197e+01,1.056230432870626856e+01,1.069007810835280026e+01
5.450000000000000178e+00,6.665425311409566431e-10,1.838923851169020802e-04,1.878748588300301883e-04,9.720202933841953552e+00,9.956921208640650889e+00,1.027179274358969252e+01,1.045761045279749624e+01,1.059041044432766654e+01
5.500000000000000000e+00,6.665272499519245990e-10,2.063161333198086785e-04,2.107966423780003673e-04,9.593575819044602326e+00,9.837073329114957687e+00,1.016040777312553445e+01,1.035278935757661145e+01,1.049102064042118343e+01
5.549999999999999822e+00,6.665101045928935070e-10,2.314595137812736503e-04,2.365146809247209653e-04,9.467221917764845784e+00,9.717422817668463608e+00,1.004931452003212655e+01,1.024843507738305703e+01,1.039234309481847873e+01
5.599999999999999645e+00,6.664908677086967675e-10,2.596634649868004578e-04,2.653700072197472766e-04,9.340556273266315657e+00,9.597403851413517373e+00,9.937989900952985067e+00,1.014407464065297404e+01,1.029396743887430432e+01
5.650000000000000355e+00,6.664692842305942255e-10,2.913402380002449586e-04,2.977452243735537294e-04,9.211270384178241954e+00,9.474976976639709392e+00,9.824615136505549629e+00,1.003807563187891105e+01,1.019444355022847049e+01
5.700000000000000178e+00,6.664450680019394084e-10,3.267965652590397907e-04,3.340695673558882793e-04,9.084422965733153887e+00,9.354362028513875771e+00,9.712643129747860371e+00,9.933282949927786376e+00,1.009605516104758038e+01
