# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.500000000000000000e+00,0.000000000000000000e+00,9.975090250002891512e-01,1.000000000000000000e+00,1.258656669376065906e-01,4.703935324352102043e-01,9.746236957417124813e-01,1.337375575891371682e+00,1.652351380208500586e+00
5.549999999999999822e+00,0.000000000000000000e+00,9.970241695505589474e-01,1.000000000000000000e+00,1.246293130533473459e-01,4.687993683319220395e-01,9.727800267244219867e-01,1.335363998795884299e+00,1.650186221614113435e+00
5.599999999999999645e+00,0.000000000000000000e+00,9.964980870470301344e-01,1.000000000000000000e+00,1.229303516069677471e-01,4.667425837817518186e-01,9.704715985970722159e-01,1.332877890539236887e+00,1.647534024087072169e+00
5.650000000000000355e+00,0.000000000000000000e+00,9.961202509489857082e-01,1.000000000000000000e+00,1.165102822741133082e-01,4.602784555442482883e-01,9.638161113566283689e-01,1.326082845354996209e+00,1.640633342352600721e+00
5.700000000000000178e+00,0.000000000000000000e+00,9.955504919165363287e-01,1.000000000000000000e+00,1.121815024488057588e-01,4.556928924245085000e-01,9.589902883161656177e-01,1.321069535798137906e+00,1.635445028848394600e+00
5.750000000000000000e+00,0.000000000000000000e+00,9.949127074599480869e-01,1.000000000000000000e+00,1.077574647590751056e-01,4.509742635102256259e-01,9.540590319368575933e-01,1.315947031234131259e+00,1.630126763285524305e+00
5.799999999999999822e+00,0.000000000000000000e+00,9.944632381714701985e-01,1.000000000000000000e+00,9.652981941892591067e-02,4.399489369841518283e-01,9.429486965819009470e-01,1.304725293333788727e+00,1.618797414031448056e+00
5.849999999999999645e+00,0.000000000000000000e+00,9.939725303785279520e-01,1.000000000000000000e+00,8.347906324480902640e-02,4.271403165430243121e-01,9.301239292151208815e-01,1.291804779230233180e+00,1.605765049349543006e+00
5.900000000000000355e+00,0.000000000000000000e+00,9.932161334796693053e-01,1.000000000000000000e+00,7.336229908877101025e-02,4.169978180804463364e-01,9.200628867022118129e-01,1.281648186787798238e+00,1.595403702339567076e+00
5.950000000000000178e+00,0.000000000000000000e+00,9.926023674342456804e-01,1.000000000000000000e+00,5.456714879180424305e-02,3.987754148166473556e-01,9.022045844911161794e-01,1.263841141207954877e+00,1.577482492539999726e+00
6.000000000000000000e+00,0.000000000000000000e+00,9.917001764588098123e-01,1.000000000000000000e+00,3.834951034384204149e-02,3.828442596065642078e-01,8.867275993208352247e-01,1.248432695485277577e+00,1.561909377566024659e+00
6.049999999999999822e+00,0.000000000000000000e+00,9.906456372661647247e-01,1.000000000000000000e+00,2.136888077562559829e-02,3.660985143979260670e-01,8.704209243607792246e-01,1.232207028755020417e+00,1.545536900151354587e+00
6.099999999999999645e+00,0.000000000000000000e+00,9.894851078079859308e-01,1.000000000000000000e+00,-9.701893902231972788e-04,3.441367955613543472e-01,8.488311618844761597e-01,1.210697492159745536e+00,1.523929708234135205e+00
6.150000000000000355e+00,0.000000000000000000e+00,9.878073376353981860e-01,1.000000000000000000e+00,-6.066931644217277153e-02,2.833432834280671386e-01,7.852799461880621834e-01,1.145970613111636283e+00,1.458246776342932094e+00
6.200000000000000178e+00,0.000000000000000000e+00,9.852072497094443992e-01,1.000000000000000000e+00,-1.311085573720589537e-01,2.076658025668649543e-01,7.070139059837927675e-01,1.067321787769273556e+00,1.378237245057981397e+00
6.250000000000000000e+00,0.000000000000000000e+00,9.828025968770360832e-01,1.000000000000000000e+00,-1.860256502178216920e-01,1.490232725970983552e-01,6.320546854490629585e-01,9.964438870462188902e-01,1.303886398670051960e+00
6.299999999999999822e+00,0.000000000000000000e+00,9.823793361129568025e-01,1.000000000000000000e+00,-2.641012649039780058e-01,7.365959529819576801e-02,5.554806062646306941e-01,9.202240150749716463e-01,1.228238354967537305e+00
6.349999999999999645e+00,0.000000000000000000e+00,9.783033264446718835e-01,1.000000000000000000e+00,-3.789281540738755893e-01,-4.829752384090113537e-02,4.237200634913591557e-01,7.942563493459005031e-01,1.101026992074181976e+00
6.400000000000000355e+00,0.000000000000000000e+00,9.744068399149606874e-01,1.000000000000000000e+00,-3.097304443150505904e-01,1.117721021773121493e-02,4.851592076797004438e-01,8.531347593139670948e-01,1.157816030808291430e+00
6.450000000000000178e+00,0.000000000000000000e+00,9.708916961215674490e-01,1.000000000000000000e+00,-2.655857071532210512e-01,4.889175332137085661e-02,5.218385668427814039e-01,8.877350346119214919e-01,1.191101732864652263e+00
6.500000000000000000e+00,0.000000000000000000e+00,9.652358032552494915e-01,1.000000000000000000e+00,-2.884602500144239912e-01,-2.161671415500165949e-02,4.434296750837276591e-01,7.963900292522367863e-01,1.088914831471257116e+00
6.549999999999999822e+00,0.000000000000000000e+00,9.651697510794032819e-01,1.000000000000000000e+00,-3.034659301811259979e-01,-1.106009150278381981e-01,3.307255662739478907e-01,6.607276652828275587e-01,9.373030369797703543e-01
6.599999999999999645e+00,0.000000000000000000e+00,9.605026172792719974e-01,1.000000000000000000e+00,-4.971411385887698486e-01,-3.640900724564062330e-01,5.927168938109161900e-02,3.683676555236701233e-01,6.236406185590226414e-01
6.650000000000000355e+00,0.000000000000000000e+00,9.576212825563907849e-01,1.000000000000000000e+00,-2.993165347473905058e-01,-2.516919128528485317e-01,1.413314077039018457e-01,4.279895898329115767e-01,6.519036681876002604e-01
6.700000000000000178e+00,0.000000000000000000e+00,9.552766287419112157e-01,1.000000000000000000e+00,-6.644648130008334874e-02,7.816181260755428184e-02,4.641280873436173238e-01,7.346374142781328942e-01,9.547550672108826575e-01
6.750000000000000000e+00,0.000000000000000000e+00,9.468817743788772168e-01,1.000000000000000000e+00,-2.385753959322300943e-02,-5.488654979239271370e-02,2.067538216052469124e-01,3.949198182432098747e-01,5.163401348009273306e-01
6.799999999999999822e+00,0.000000000000000000e+00,9.376068419625723793e-01,1.000000000000000000e+00,6.567775275303944227e-02,-8.194880336530019349e-02,1.033096060403622118e-01,2.343571410564351254e-01,3.049776026409460883e-01
6.849999999999999645e+00,0.000000000000000000e+00,9.297752665051357557e-01,1.000000000000000000e+00,2.739532418550254533e-01,-9.024034809540637525e-02,4.467692873245709961e-02,1.414524478657810391e-01,1.646572333222167117e-01
6.900000000000000355e+00,0.000000000000000000e+00,9.215850149111347589e-01,1.000000000000000000e+00,6.254934148095969704e-01,3.065202367364676661e-01,1.529613843608501611e-01,9.961504686754807381e-02,6.111993843792618009e-02
