# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,u,g,r,i,z
5.500000000000000000e+00,7.959407737413276762e-14,1.256113122131445046e-08,1.258559197842586898e-08,2.001687127986206605e+01,2.035984617060286439e+01,2.085890994679098753e+01,2.121643457887417838e+01,2.152963186205047919e+01
5.549999999999999822e+00,8.930430071924551205e-14,1.581331329280063321e-08,1.584411778161937574e-08,1.976685425053751999e+01,2.010983013338039882e+01,2.060889407420981456e+01,2.096641954831589061e+01,2.127961742010268864e+01
5.599999999999999645e+00,1.001989044373207444e-13,1.990738287084730192e-08,1.994627462853012132e-08,1.951669581173460699e+01,1.985967582603690573e+01,2.035873997634153909e+01,2.071627019714966877e+01,2.102947126457111438e+01
5.650000000000000355e+00,1.124222893100915285e-13,2.506103065104541325e-08,2.511046543695961824e-08,1.926637121574642464e+01,1.960935322781240586e+01,2.010841460402111380e+01,2.046595403018584847e+01,2.077916079721426001e+01
5.700000000000000178e+00,1.261364457861491254e-13,3.154820781564223261e-08,3.161162866786558619e-08,1.901583041039086197e+01,1.935881064346602898e+01,1.985786398731439562e+01,2.021541724794412431e+01,2.052863226698154619e+01
5.750000000000000000e+00,1.415230925078800210e-13,3.971375656127541319e-08,3.979587141019369394e-08,1.876495108989755778e+01,1.910793116256881063e+01,1.960697083269893426e+01,1.996454340279134243e+01,2.027777042642944849e+01
5.799999999999999822e+00,1.587860737761248702e-13,4.999151651369275906e-08,5.009888793411085040e-08,1.851368196381874043e+01,1.885666363509628241e+01,1.935568188814843182e+01,1.971327811781351613e+01,2.002652038245719979e+01
5.849999999999999645e+00,1.781540470298969073e-13,6.292760992942854424e-08,6.306914464155670389e-08,1.826187149899806172e+01,1.860486512680999027e+01,1.910385460070865093e+01,1.946147941576023754e+01,1.977474138667839298e+01
5.900000000000000355e+00,1.998834950766387185e-13,7.920923299109028831e-08,7.939706274762189759e-08,1.800939755394854558e+01,1.835241966536580804e+01,1.885137302275332161e+01,1.920903118625584227e+01,1.952231766912761657e+01
5.950000000000000178e+00,2.242621018784267232e-13,9.970076213062110708e-08,9.995175075355891785e-08,1.775622582609962308e+01,1.809929201470524163e+01,1.859820087978567216e+01,1.895589552590549687e+01,1.926920985279419085e+01
6.000000000000000000e+00,2.516125352225978213e-13,1.254898541083568160e-07,1.258272379231997299e-07,1.750222889653268510e+01,1.784536008014663366e+01,1.834421729561766767e+01,1.870195155589775737e+01,1.901529687131995416e+01
6.049999999999999822e+00,2.822966846255185180e-13,1.579443636066528795e-07,1.584006649229652312e-07,1.724732843649773883e+01,1.759054509451908643e+01,1.808934584026170711e+01,1.844712277312998339e+01,1.876050084026201858e+01
